"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL760";"ANAGRELIDE";"ANAGRELIDE|Agrylin|Anagrelide|Xagrid";"";"4.0";"Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa|Takeda Pharmaceuticals Usa Inc|Watson Laboratories|Chartwell Rx Sciences Llc|Roxane Laboratories Inc|Mylan Pharmaceuticals Inc|Barr Laboratories Inc|Impax Laboratories Inc|Torrent Pharmaceuticals Ltd";"'-grel-'";"1979";"platelet aggregation inhibitors, primarily platelet P2Y12 receptor antagonists";"'-grel-(-grel-)'";"1997";"L01XX35";"L01XX - Other antineoplastic agents";"L01X - OTHER ANTINEOPLASTIC AGENTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Antithrombotic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1"
"CHEMBL170988";"PHENFORMIN";"PHENFORMIN";"";"4.0";"";"'-formin'";"";"hypoglycemics (phenformin type)";"'-formin(-formin)'";"";"A10BA01";"A10BA - Biguanides";"A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS";"A10 - DRUGS USED IN DIABETES";"A - ALIMENTARY TRACT AND METABOLISM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"N=C(N)NC(=N)NCCc1ccccc1"
"CHEMBL1231391";"N-ACETYLMANNOSAMINE";"DEX-M74|MANNAC|N-ACETYLMANNOSAMINE";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(=O)N[C@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O"
"CHEMBL502135";"XYLOSE";"FEMA NO. 3606|NSC-122762|XYLOSE|Xylo-Pfan";"FEMA NO. 3606|NSC-122762";"4.0";"Savage Laboratories Inc Div Altana Inc|Lyne Laboratories Inc";"";"";"";"";"";"";"";"";"";"";"Diagnostic Aid (intestinal function determination)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Discontinued";"OC1OC[C@@H](O)[C@H](O)[C@H]1O"
"CHEMBL1681";"IODOHIPPURATE";"Iodohippurate";"";"4.0";"Bracco Diagnostics Inc|Mallinckrodt Medical Inc|Ge Healthcare|Pharmalucence Inc";"'io-'";"1963";"iodine-containing contrast media";"'io-(io-)'";"1984";"";"";"";"";"";"Diagnostic Aid (renal function determination); Radioactive Agent,Radioactive Agent,Radioactive Agent; Diagnostic Aid (renal function determination)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Discontinued";"O=C(O)CNC(=O)c1ccccc1I"
"CHEMBL485629";"MK-0873";"MK-0873|MK0873";"MK-0873|MK0873";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(NC1CC1)c1cn(-c2cccc(C#Cc3ccc[n+]([O-])c3)c2)c2ncccc2c1=O"
"CHEMBL110";"BENZNIDAZOLE";"BENZNIDAZOLE|BENZNIDAZOLUM|BENZONIDAZOL|NSC-299972|RADANIL|RO 07-1051|RO-07-1051|RO-7-1051|ROCHAGAN";"NSC-299972|RO 07-1051|RO-07-1051|RO-7-1051";"4.0";"Chemo Research Sl";"'-nidazole'";"2016";"antiprotozoal substances (metronidazole type)";"'-nidazole(-nidazole)'";"2017";"P01CA02";"P01CA - Nitroimidazole derivatives";"P01C - AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS";"P01 - ANTIPROTOZOALS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"1";"0";"0";"0";"Prescription Only";"O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1"
"CHEMBL21333";"PRANLUKAST";"AZLAIRE|CCN 00401|CCN-00401|ONO 1078|ONO-1078|PRANLUKAST|RS 411|RS-411|SB 205312|SB-205312";"CCN 00401|CCN-00401|ONO 1078|ONO-1078|RS 411|RS-411|SB 205312|SB-205312";"3.0";"";"'-ast'";"";"antiasthmatics/antiallergics (not acting primarily as antihistamines): leukotriene receptor antagonists";"'-ast(-ast (-lukast))'";"";"R03DC02";"R03DC - Leukotriene receptor antagonists";"R03D - OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES";"R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES";"R - RESPIRATORY SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1"
"CHEMBL242948";"POLAPREZINC";"Carnosine|POLAPREZINC|Z 103|Z-103";"Z 103|Z-103";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"NCCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O"
"CHEMBL2093999";"ISTAROXIME";"(E,Z)-Istaroxime|ISTAROXIME|PST-2744";"PST-2744";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@]12CCC(=NOCCN)C[C@@H]1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12"
"CHEMBL3545220";"LY2590443";"LY2590443";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL284906";"NICORANDIL";"IKOREL|NICORANDIL|SG-75|SIGMART";"SG-75";"4.0";"";"'-dil'";"1981";"vasodilators (undefined group)";"'-dil(-dil)'";"";"C01DX16";"C01DX - Other vasodilators used in cardiac diseases";"C01D - VASODILATORS USED IN CARDIAC DISEASES";"C01 - CARDIAC THERAPY";"C - CARDIOVASCULAR SYSTEM";"Vasodilator (coronary)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(NCCO[N+](=O)[O-])c1cccnc1"
"CHEMBL4211107";"ATB-346";"ATB-346";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"COc1ccc2cc(C(C)C(=O)Oc3ccc(C(N)=S)cc3)ccc2c1"
"CHEMBL5095042";"FASEDIENOL";"4-ANDROSTADIENOL|ALORADINE|ANDROSTA-4,16-DIEN-3-OL, (3.BETA.)-|FASEDIENOL|PH94B";"PH94B";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@@]12C=CC[C@H]1[C@@H]1CCC3=C[C@@H](O)CC[C@]3(C)[C@H]1CC2"
"CHEMBL2110732";"DACOMITINIB";"DACOMITINIB|Dacomitinib|PF-00299804";"";"4.0";"Pfizer Inc";"'-tinib'";"2010";"tyrosine kinase inhibitors";"'-tinib(-tinib)'";"2018";"L01EB07";"L01EB - Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors";"L01E - PROTEIN KINASE INHIBITORS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-7772243-B2";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1"
"CHEMBL2107143";"GLUFOSFAMIDE";"D 19575|D-19575|GLUCOSYLIFOSFAMIDE MUSTARD|GLUFOSFAMIDE";"D 19575|D-19575";"3.0";"";"'-fos-; -fosfamide'";"";"phosphoro-derivatives; isophosphoramide mustard derivatives";"'-fos-(-fos-); -fosfamide(-fosfamide)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"1";"0";"0";"0";"0";"Unknown";"O=P(NCCCl)(NCCCl)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O"
"CHEMBL2304041";"SAGOPILONE";"BAY86-5302|DE-03757|SAGOPILONE|ZK 219477|ZK-219477|ZK-EPO|ZK219477";"BAY86-5302|DE-03757|ZK 219477|ZK-219477|ZK-EPO";"2.0";"";"'-opilone'";"2008";"epothilones";"'-opilone(-opilone)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C=CC[C@H]1C(=O)C(C)(C)[C@@H](O)CC(=O)O[C@H](c2ccc3sc(C)nc3c2)C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@@H]1O"
"CHEMBL1377";"CHLOROGUANIDE";"CHLORGUANIDE|CHLOROGUANIDE|PROGUANIL|Proguanil";"";"4.0";"Glaxosmithkline|Glenmark Generics Ltd|Mylan Pharmaceuticals Inc";"";"2000";"";"";"2000";"P01BB01 | P01BB51";"P01BB - Biguanides | P01BB - Biguanides";"P01B - ANTIMALARIALS | P01B - ANTIMALARIALS";"P01 - ANTIPROTOZOALS | P01 - ANTIPROTOZOALS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"1";"0";"0";"0";"Prescription Only";"CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1"
"CHEMBL17860";"LOFEXIDINE";"LOFEXIDINE";"";"4.0";"Uswm Llc";"";"1986";"";"";"2018";"N07BC04";"N07BC - Drugs used in opioid dependence";"N07B - DRUGS USED IN ADDICTIVE DISORDERS";"N07 - OTHER NERVOUS SYSTEM DRUGS";"N - NERVOUS SYSTEM";"Antihypertensive";"None";"1:Synthetic Small Molecule";"1";"1";"Racemic Mixture";"0";"1";"0";"0";"0";"Prescription Only";"CC(Oc1c(Cl)cccc1Cl)C1=NCCN1"
"CHEMBL1396";"VARENICLINE";"CP-526,555|CP-526555|Chantix|VARENICLINE";"CP-526,555|CP-526555";"4.0";"Pf Prism Cv|Oyster Point Pharma Inc|Par Pharmaceutical Inc";"'-nicline'";"2003";"nicotinic acetylcholine receptor partial agonists/agonists";"'-nicline(-nicline)'";"2006";"N07BA03";"N07BA - Drugs used in nicotine dependence";"N07B - DRUGS USED IN ADDICTIVE DISORDERS";"N07 - OTHER NERVOUS SYSTEM DRUGS";"N - NERVOUS SYSTEM";"";"US-6890927-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"c1cnc2cc3c(cc2n1)C1CNCC3C1"
"CHEMBL1201748";"CABAZITAXEL";"CABAZITAXEL|CABAZITAXEL ACETONATE|JEVTANA|JEVTANA KIT|Jevtana|NSC-761432|TXD 258|TXD-258|XRP 6258|XRP-6258";"NSC-761432|TXD 258|TXD-258|XRP 6258|XRP-6258";"4.0";"Accord Healthcare Inc|Breckenridge Pharmaceutical Inc|Sanofi Aventis Us Inc";"'-taxel'";"2010";"antineoplastics, taxane derivatives";"'-taxel(-taxel)'";"2010";"L01CD04";"L01CD - Taxanes";"L01C - PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-7241907-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"1";"Prescription Only";"CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C"
"CHEMBL544";"MEQUINOL";"4-HYDROXYANISOLE|4-METHOXYPHENOL|4HA|BMS-181158|HQMME; HYDROXYQUINONE METHYL ETHER|LEUCOBASAL|LEUCODINE B|MECHINOLUM|MENTHYL ANTHRANILATE|MEQUINOL|NOVO-DERMOQUINONA|NSC-4960|P-GUAIACOL|P-HYDROXYANISOLE";"BMS-181158|NSC-4960";"4.0";"Almirall Llc";"";"1999";"";"";"1999";"D11AX06";"D11AX - Other dermatologicals";"D11A - OTHER DERMATOLOGICAL PREPARATIONS";"D11 - OTHER DERMATOLOGICAL PREPARATIONS";"D - DERMATOLOGICALS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Discontinued";"COc1ccc(O)cc1"
"CHEMBL1464";"WARFARIN";"NSC-59813|WARFARIN|Warfarin";"NSC-59813";"4.0";"Usl Pharma Inc|Pharmaceutical Research Assoc Inc|Pliva Inc|Invagen Pharmaceuticals Inc|Watson Laboratories Inc|Abbott Laboratories Pharmaceutical Products Div|Chartwell Rx Sciences Llc|Upsher Smith Laboratories Llc|Ipca Laboratories Ltd|Amneal Pharmaceuticals";"'-farin'";"";"warfarin analogs";"'-farin(-farin)'";"1954";"B01AA03";"B01AA - Vitamin K antagonists";"B01A - ANTITHROMBOTIC AGENTS";"B01 - ANTITHROMBOTIC AGENTS";"B - BLOOD AND BLOOD FORMING ORGANS";"Anticoagulant";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"1";"0";"1";"Prescription Only";"CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O"
"CHEMBL3545159";"R-333";"R-333";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1334860";"DILOXANIDE FUROATE";"DICHLOFURAZOL|DILOXANIDE FUROATE|DILOXANIDI FUROAS|ENTAMIZOLE|FURAMIDE|FURENTOMIN|HISTOMIBAL|NSC-759146";"NSC-759146";"4.0";"";"'-oxanide'";"";"antiparasitics (salicylanilide derivatives)";"'-oxanide(-oxanide)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"0";"0";"0";"0";"Unknown";"CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1"
"CHEMBL3989727";"VITAMIN E";".ALPHA.-TOCOPHEROL|.ALPHA.-TOCOPHEROL ACETATE, DL-|.ALPHA.-TOCOPHEROL SUCCINATE|.ALPHA.-TOCOPHEROL SUCCINATE, D-|.ALPHA.-TOCOPHEROL, D-|.ALPHA.-TOCOPHERYL ACETATE, DL-|.ALPHA.-TOCOPHERYL SUCCINATE|.ALPHA.-TOCOPHERYL SUCCINATE, D-|5,7,8-TRIMETHYLTOCOL|ALL-RAC-ALFA-TOCOPHERYL ACETATE|ALL-RAC-ALPHA-TOCOPHERYL ACETATE|ALPHA TOCOPHEROL|ALPHA-TOCOPHEROL|ALPHA-TOCOPHEROL ACETATE, DL-|ALPHA-TOCOPHEROL SUCCINATE|ALPHA-TOCOPHEROL SUCCINATE, D-|ALPHA-TOCOPHEROL, D-|ALPHA-TOCOPHEROLS|ALPHA-TOCOPHERYL ACETATE, DL-|Alpha Tocopherol|Aquasol E|BIO-E-VIT|D-ALPHA TOCOFERIL ACID SUCCINATE|D-ALPHA TOCOPHEROL|D-ALPHA-TOCOPHEROL|DAVINA|DL-.ALPHA.-TOCOPHEROL ACETATE|DL-.ALPHA.-TOCOPHERYL ACETATE|DL-ALPHA TOCOPHERYL ACETATE|DL-ALPHA-TOCOPHERYL ACETATE|E-307A|E-CAPS|ENVIROSE 100|Eprolin|FORT-E-VITE|FORT-E-VITE 1000|FORT-E-VITE PLUS|FORT-E-VITE SUPER PLUS|HARRIS|INS NO.307A|INS-307A|J203.513H|J24.260H|J24.824J|J262.912G|JARROW FOR|NSC-173849|NSC-20812|Natopherol|R,R,R-.ALPHA.-TOCOPHEROL|RRR-ALPHA-TOCOPHEROL CONCENTRATE|SIGMA|TOCOPHEROL|TOCOPHEROL (VIT E)|TOCOPHEROL SUCCINATE|TOCOPHEROL, D-ALPHA-|TOCOPHERYL ACETATE, D-ALPHA|TOCOPHERYL ACETATE, DL-.ALPHA.|TOCOPHERYL ACETATE, DL-ALPHA|TOCOPHERYL ACETATE,DL-ALPHA|TOCOPHERYL ACID SUCCINATE|TOCOPHERYL ACID SUCCINATE, D-ALPHA|TOCOPHERYL ACID SUCCINATE,D-ALPHA|TOCOPHERYL SUCCINATE|Tocopherol|VITAMIN E|VITAMIN E (AS ALPHA TOCOPHEROL)|VITAMIN E D-ALPHA|VITAMIN E HEMISUCCINATE|VITAMIN E SUCCINATE|VITAMIN E, UNSPECIFIED FORM|VITAMINE E SUCCINATE";"E-307A|INS NO.307A|INS-307A|J203.513H|J24.260H|J24.824J|J262.912G|NSC-173849|NSC-20812";"4.0";"Hoffmann La Roche Inc|Hospira Inc|Watson Laboratories Inc|Teligent Pharma Inc|Abraxis Pharmaceutical Products|Baxter Healthcare Corp";"";"";"";"";"1985";"A11HA03";"A11HA - Other plain vitamin preparations";"A11H - OTHER PLAIN VITAMIN PREPARATIONS";"A11 - VITAMINS";"A - ALIMENTARY TRACT AND METABOLISM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL625";"THIABENDAZOLE";"E233|Equizole|LOMBRISTOP|MINZOLUM|MK-360|Mintezol|NEMAPAN|NSC-525040|NSC-90507|OMNIZOLE|Omnizole|PITRIZET|THIABENDAZOLE|THIABENZOLE|TIABENDAZOLE|Tiabendazole";"MK-360|NSC-525040|NSC-90507";"4.0";"Merck Sharp And Dohme Corp";"'-bendazole'";"1962";"antithelmintics (tibendazole type)";"'-bendazole(-bendazole)'";"1967";"D01AC06 | P02CA02";"D01AC - Imidazole and triazole derivatives | P02CA - Benzimidazole derivatives";"D01A - ANTIFUNGALS FOR TOPICAL USE | P02C - ANTINEMATODAL AGENTS";"D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE | P02 - ANTHELMINTICS";"D - DERMATOLOGICALS | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"Anthelmintic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"c1ccc2[nH]c(-c3cscn3)nc2c1"
"CHEMBL1255653";"SEPIAPTERIN";"CNSA-001|L-SEPIAPTERIN|PTC-923|PTC923|SEPIAPTERIN|SEPIAPTERINE";"CNSA-001|PTC-923|PTC923";"2.0";"";"'-apt-; -pterin'";"2021";"aptamers, classical and mirror; pteridine derivatives";"'-apt-(-apt-); -pterin(-pterin)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@H](O)C(=O)C1=Nc2c([nH]c(N)nc2=O)NC1"
"CHEMBL218427";"FASITIBANT";"FASITIBANT|FASITIBANT CATION|FASITIBANT ION|MEN-16132|MEN-16132 FREE BASE";"MEN-16132|MEN-16132 FREE BASE";"2.0";"";"'-tibant'";"";"antiasthmatics (bradykinin antagonists)";"'-tibant(-tibant)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cc1cc(C)c2cccc(OCc3c(Cl)ccc(S(=O)(=O)NC4(C(=O)N5CCN(C(=O)[C@@H](N)CCC[N+](C)(C)C)CC5)CCOCC4)c3Cl)c2n1"
"CHEMBL2364619";"METHYLSAMIDORPHAN";"ALKS 37|ALKS-37 CATION|METHYLSAMIDORPHAN|METHYLSAMIDORPHAN CATION|METHYLSAMIDORPHAN ION|Methylsamidorphan|RDC-1036|RDC-1036 CATION|RDC-1036-00|RDC-103600|RDC-103603";"ALKS 37|ALKS-37 CATION|RDC-1036 CATION|RDC-1036-00|RDC-103600|RDC-103603";"2.0";"";"'-orphan'";"2012";"narcotic antagonists/agonists (morphinan derivatives)";"'-orphan(-orphan)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[N@+]1(CC2CC2)CC[C@]23CC(=O)CC[C@@]2(O)[C@H]1Cc1ccc(C(N)=O)c(O)c13"
"CHEMBL1675";"VITAMIN A PALMITATE";"AFAXIN|ALL-(E)-RETINOL PALMITATE|ALPHALIN|AQUASOL A|DEL-VI-A|NSC-758478|RETINOL, HEXADECANOATE|RETINOL, PALMITATE, ALL-TRANS|RETINYL PALMITATE|VI-DOM-A|VITAMIN A|VITAMIN A PALMITATE|VITAMIN A PALMITATE (SOLUBILIZED)|VITAMIN A SOLUBILIZED";"NSC-758478";"4.0";"Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa|Impax Laboratories Inc|Elkins Sinn Div Ah Robins Co Inc|Casper Pharma Llc|Teva Pharmaceuticals Usa Inc|Wharton Laboratories Inc Div Us Ethicals|Hospira Inc|Del Ray Laboratories Inc|Mk Laboratories Inc|Sandoz Canada Inc";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Prescription Only";"CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C"
"CHEMBL223402";"RSV-604";"A-60444|RSV 604|RSV-604|RSV604";"A-60444|RSV 604|RSV-604|RSV604";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O"
"CHEMBL3545333";"MK-0773";"MK-0773|PF-05314882";"PF-05314882";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CN1C(=O)C(F)=C[C@]2(C)C3CC[C@@]4(C)C(CC[C@@H]4C(=O)NCc4nc5ncccc5[nH]4)C3CCC12"
"CHEMBL58323";"ERLOSAMIDE";"(R)-LACOSAMIDE 1|ADD 243037|ADD-243037|ERLOSAMIDE|LACOSAMIDE|LACOSAMIDE CV|SPM 927|SPM-927|VIMPAT";"ADD 243037|ADD-243037|SPM 927|SPM-927";"4.0";"Alkem Laboratories Ltd|Mylan Pharmaceuticals Inc|Amneal Pharmaceuticals Of New York Llc|Zydus Pharmaceuticals Usa Inc|Novitium Pharma Llc|Indoco Remedies Ltd|Fresenius Kabi Usa Llc|Accord Healthcare Inc|Amneal Pharmaceuticals|Aurobindo Pharma Ltd";"";"2005";"";"";"2008";"N03AX18";"N03AX - Other antiepileptics";"N03A - ANTIEPILEPTICS";"N03 - ANTIEPILEPTICS";"N - NERVOUS SYSTEM";"";"US-RE38551-E1";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"0";"0";"Prescription Only";"COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1"
"CHEMBL4297849";"BAMOCAFTOR";"BAMOCAFTOR|VX-659|VX659";"VX-659|VX659";"3.0";"";"'-caftor'";"2019";"cystic fibrosis transmembrane regulator (CFTR) protein modulators";"'-caftor(-caftor)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@@H]1CN(c2nc(-n3ccc(OCCC4(C(F)(F)F)CC4)n3)ccc2C(=O)NS(=O)(=O)c2ccccc2)C(C)(C)C1"
"CHEMBL367149";"DOCONEXENT";"22:6 N-3|C22:6 (N-3)|CERVONIC ACID|DOCONEXENT|DOCOSAHEAENOIC-ACID|DOCOSAHEXAENOATE|DOCOSAHEXAENOIC ACID|DOCOSAHEXAENOIC ACID (C22:6 N3)|DOCOSAHEXANOIC ACID|OMEGA-3 MARINE TRIGLYCERIDES";"";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O"
"CHEMBL1200622";"PARICALCITOL";"COMPOUND 49510|COMPOUND-49510|PARICALCITOL|Zemplar";"COMPOUND 49510|COMPOUND-49510";"4.0";"Lotus Pharmaceutical Co Ltd Nantou Plant|Amneal Pharmaceuticals Co Gmbh|Sandoz Inc|Hospira Inc|Accord Healthcare Inc|Hikma Pharmaceuticals Co Ltd|Abbvie Inc|Dr Reddys Laboratories Ltd|Eugia Pharma Specialities Ltd|Aurobindo Pharma Ltd";"'-calci-'";"1997";"vitamin D analogs";"'-calci-(-calci-)'";"1998";"H05BX02";"H05BX - Other anti-parathyroid agents";"H05B - ANTI-PARATHYROID AGENTS";"H05 - CALCIUM HOMEOSTASIS";"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"1";"0";"0";"Prescription Only";"C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C"
"CHEMBL1200640";"FERROUS FUMARATE";"CPIRON|ERCO-FER|ERCOFERRO|FERROFUME|FERROSI FUMARAS|FERROUS FUMARATE|FERSADAY|FERSAMAL|Feostat|GALFER|HEFEROL|HEMOTON|IRCON|IRON (AS FERROUS FUMARATE)|IRON (AS FUMARATE)|IRON FUMARATE|METERFER|ORGASAL|PALAFER|TOLFERAIN|TOLIFER|Toleron";"";"4.0";"Pfizer Inc|Parke Davis Laboratories Div Warner Lambert Co";"";"";"";"";"";"B03AA02 | B03AD02";"B03AA - Iron bivalent, oral preparations | B03AD - Iron in combination with folic acid";"B03A - IRON PREPARATIONS | B03A - IRON PREPARATIONS";"B03 - ANTIANEMIC PREPARATIONS | B03 - ANTIANEMIC PREPARATIONS";"B - BLOOD AND BLOOD FORMING ORGANS | B - BLOOD AND BLOOD FORMING ORGANS";"Hematinic";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"1";"0";"0";"0";"Discontinued";""
